,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,0,0,7244615159,30905755,0,0,0,0,,,#ChristopherNolan's trailer for his #DarkKnight follow-up is here - check out #Inception starring #Leonardo Dicaprio http://bit.ly/8Cr0Oo
1,1,1,1,7237649727,22422014,0,0,0,0,,,#Inception Trailer 2 http://www.youtube.com/watch?v=RSyQ3K0xnYg
2,2,2,2,7205243627,24084951,0,0,0,0,,,"Plus, what could go wrong with Christopher Nolan and Leo DiCaprio teaming up?!? #Inception"
3,3,3,3,7203482774,24691102,0,0,0,0,,,New trailer #Inception http://www.tribute.ca/trailers/Inception/17610
4,4,4,4,7201538538,21589482,0,0,0,0,,,"@sarvsSarv yesyesyesss! and it will happen, unlike all the 'drama' get togethers that have never happened ;P #INCEPTION"
5,5,5,5,7201458449,80657811,0,0,0,0,7201402722.0,replied_to,@riotsteph OMG promise you will go see it with me next summer? #INCEPTION
6,6,6,6,7195685073,18676981,0,0,0,0,,,'Inception' teaser 2. Its big. Nolan is back #inception http://bit.ly/7b8otn
7,7,7,7,7195472161,28984506,0,0,0,0,,,"Inception is gonna be a f*cking good movie, can't wait till it's in the cinema #inception"
8,8,8,8,7194187725,22403597,0,0,0,0,,,looks like #christophernolan will do it again. pretty nice trailer so far #inception
9,9,9,9,7178361628,19078149,0,0,0,0,,,"""Never recreate from your memory. Always imagine new places.""  #Inception"
10,10,10,10,7174551322,39941960,0,0,0,0,,,New #Inception Trailer Is Live! The latest trailer for... http://goo.gl/fb/BH9a #christophernolan #leonardodicaprio
11,11,11,11,7174503788,15694327,0,0,0,0,,,Wow. Wird wild! http://tr.im/IWwE #inception #nolan
12,12,12,12,7173871387,83711166,0,0,0,0,,,Nolan's #Inception trailer infiltrates your mind - http://tinyurl.com/ybgwjsv  #indiefilm  #movietrailers
13,13,13,13,7173723993,14747835,0,0,0,0,,,OMG.. the new #Inception trailer is sick as hell! http://bit.ly/36fVaX CAN NOT WAIT!
14,14,14,14,7171692361,18056995,0,0,0,0,,,@Fandango Inception hands down. No other movie is even close #Inception #Fandango
15,15,15,15,7170977717,19366920,0,0,0,0,,,MUST see this. http://movies.apple.com/movies/wb/inception/inception-tlr2_720p.mov #inception #movie #awesome
16,16,16,16,7168285110,13215132,1,0,0,0,,,Breaking Down Inception's Dream Logic and Water Imagery http://io9.com/5436429/ #inception
17,17,17,17,7168134864,49125896,0,0,0,0,7168042603.0,replied_to,@zenbitch i felt my mind was boggled even more #inception
18,18,18,18,7164898795,27351356,0,0,0,0,7133214988.0,replied_to,@teagone Thanks for the link. You're fully aware how skeptical I can be... I can find nothing about this movie to give me doubts. #Inception
19,19,19,19,7164688314,26771949,0,0,0,0,,,"#Inception trailer looks pretty sweet, hoping they don't give too much away from here on out: http://www.apple.com/trailers/wb/inception/"
20,20,20,20,7164076992,17821424,0,0,0,0,,,INCEPTION international teaser trailer --&gt;http://tinyurl.com/yayls85 #inception
21,21,21,21,7163727127,19529842,0,0,0,0,,,"I have to post it again, because this promising trailer rocks! WATCH IT: http://tr.im/IQYi #Inception #Nolan"
22,22,22,22,7163476651,16411181,0,0,0,0,,,"yeah, so i'll be watching this movie in 2010 for sure http://bit.ly/5qbisn (via @brainpicker) #inception"
23,23,23,23,7162060976,42139811,0,0,0,0,,,What’s the most resilient form of parasite?  An idea. http://www.apple.com/trailers/wb/inception/ #inception - can't wait!
24,24,24,24,7161760502,27635563,0,0,0,0,,,"I dare you not to say ""WTF?!"" after seeing the latest trailer for #Inception: http://bit.ly/2AHdQe"
25,25,25,25,7159907607,34809159,0,0,0,0,,,Whoa! http://www.buzzsugar.com/6830840 #Inception
26,26,26,26,7156740951,20559338,0,0,0,0,,,Inception Trailer 2 (HD) (video) #movies #inception http://bit.ly/77T1Gd
27,27,27,27,7155666747,16925330,0,0,0,0,,,Nolan Floods Your Brain With Dark Surrealism In New Inception Trailer http://io9.com/5435686/ #inception #inception
28,28,28,28,7155461035,16317819,0,0,0,0,,,me likes #Inception http://bit.ly/lDKOc
29,29,29,29,7150475954,30174527,0,0,0,0,,,"I don't understand what's going on in your movie, Chris Nolan, but I am intrigued: http://www.apple.com/trailers/wb/inception/ 
#Inception"
30,30,30,30,7149433282,17985684,0,0,0,0,,,Everyone having kittens over Avatar should head on over to Apple.com and watch Nolan's #Inception trailer in GLORIOUS Quicktime. Yay!
31,31,31,31,7146777481,15370542,0,0,0,0,,,The new trailer for the film #Inception is wicked cool. http://bit.ly/8LVaLl
32,32,32,32,7146405002,19685210,0,0,0,0,,,Yikes. Looks better than I'd hoped! #Inception http://www.apple.com/trailers/wb/inception/ (via @privatelifeofme )
33,33,33,33,7146306135,54658777,0,0,0,0,,,RT @captjohnson a good postmodern fimic narrative; perhaps? judge for yourself: http://bit.ly/2AHdQe #Inception http://bit.ly/64td42
34,34,34,34,7143423776,21575193,0,0,0,0,,,"Also, after seeing the trailers for #Inception and #ClashoftheTitans both are on my must see list."
35,35,35,35,7142204427,45227054,0,0,0,0,,,#Inception This movie will be good (Y) : http://youtu.be/suIIHZqDR30
36,36,36,36,7141066523,22767655,0,0,0,0,,,Nolan Floods Your Brain With Dark Surrealism In New Inception Trailer http://io9.com/5435686/ #inception
37,37,37,37,7137164744,23830661,0,0,0,0,,,Wow that shot of the city folding onto itself on the new #inception trailer is awesome...and mindboggling!
38,38,38,38,7135766047,26868924,0,0,0,0,,,RT @popculturezoo New Article: 'Inception' Trailer #2 http://bit.ly/4RjhV9 Please RT! #inception
39,39,39,39,7135424003,45993461,0,0,0,0,,,"Chris Nolan's ""Inception"" trailer looks good!  http://digg.com/d114P2F I'll be in line to see it. #Inception"
40,40,40,40,7134996970,774154,0,0,0,0,,,OMG Awesome! New trailer for Chris Nolan's #Inception http://www.apple.com/trailers/wb/inception/
41,41,41,41,7134544610,17480824,0,0,0,0,,,New Article: 'Inception' Trailer #2 http://bit.ly/4RjhV9 Please RT! #inception
42,42,42,42,7134457375,10205602,0,0,0,0,,,"With all the films that take place inside mens' minds, its odd how none of them are just 2 hours of sex fantasies. #inception"
43,43,43,43,7133998384,18918583,0,0,0,0,7133791914.0,replied_to,"@GeekTyrant I just can't wait to see it! 6-7 #Oscar's in 2011, that's for sure! #Inception"
44,44,44,44,7133676944,14670363,0,0,0,0,,,"2nd #Inception trailer is out : http://tinyurl.com/l7p7m5
Our shots looks good and the movie is gonna be awesome ! :)"
45,45,45,45,7133332254,18056995,0,0,0,0,,,Truly Amazing 2nd Teaser Trailer for Inception Finally Arrives Online http://bit.ly/4CjZE6 (TheMovieMash.com) #Inception #ChristopherNolan
46,46,46,46,7133187600,40318076,0,0,0,0,,,Finally!! #Inception: http://www.apple.com/trailers/wb/inception/
47,47,47,47,7133039388,56629180,0,0,0,0,,,Not sure about #Inception. Seems like a practice in standing still while odd things happen all around. Intriguing...
48,48,48,48,7133031874,10344172,0,0,0,0,7132890123.0,replied_to,"RT @DeroStar Drooling over the new #INCEPTION trailer. Looks amazing, welcome back Christopher Nolan: http://bit.ly/lDKOc"
49,49,49,49,7132990056,54622461,0,0,0,0,,,"New #Inception #movie trailer released - the film stars Leo Dicaprio, Ellen Page, and is directed by Chris Nolan..http://tinyurl.com/ygwacmd"
50,50,50,50,7132713217,21293630,0,0,0,0,,,NEW TRAILER: Second Trailer For #ChrisNolan New Movie #Inception - it looks sick.... http://tinyurl.com/ye3d3ua
51,51,51,51,7131716622,8339122,0,0,0,0,,,"The new trailer for #Inception is out.  http://is.gd/5Ex6w | I still have no clue what that it's about about, and I want to see it BAD."
52,52,52,52,7131420971,26868924,0,0,0,0,,,#Inception looks crazy..anyone know what the story is lol http://bit.ly/2AHdQe
53,53,53,53,7131045952,45959473,0,0,0,0,,,just saw the #Inception trailer it looks cool!
54,54,54,54,7130964767,17967136,0,0,0,0,,,I'm thinking #Inception is gonna be one of my favorite movies of 2010.
55,55,55,55,7130777314,22789086,0,0,0,0,,,RT @firstshowing: Second trailer for Chris Nolan's #Inception can now be seen in high def!  http://su.pr/A6jqE1
56,56,56,56,7130154625,14892220,0,0,0,0,7129883932.0,replied_to,@CraigKessler What @firstshowing said. :) Just hope Nolan doesn't reveal TOO much. #Inception
57,57,57,57,7080784204,17269848,0,0,0,0,,,RT @mctok Watch the exclusive trailer #INCEPTION in HD on Apple on December 28 (via @NolanFans )
58,58,58,58,7067036407,48023683,0,0,0,0,7066915017.0,replied_to,"@dcumoviepage have you doubts on the abilities of C.Nolan? You forget, he love it to surprise the public. #Inception #Batman 3"
59,59,59,59,7048656526,14940171,0,0,0,0,,,"wow, my cousin is in #inception aparently he is who their all shooting at in the preview."
60,60,60,60,7024045267,16007362,0,0,0,0,,,#inception trailer=baller
61,61,61,61,6970939402,18348279,0,0,0,0,,,#Inception trailer hits the web - in French. Nolan's next flick looks wild -&gt; http://tr.im/Irst
62,62,62,62,6967213753,54622461,0,0,0,0,,,"International #Inception #movie #trailer released - starring Leo DiCaprio, Ellen Page, Joseph Gordon-Levitt..http://tinyurl.com/yekzzr8"
63,63,63,63,6966413088,15849483,0,0,0,0,,,New French trailer for Christopher Nolan's #Inception.  One of the films I'm looking forward to the most in 2010 - http://ow.ly/OWDy
64,64,64,64,6959281639,23773846,0,0,0,1,6959176844.0,retweeted,RT @itsartmag: New Impressive #Inception #Trailer (French) http://bit.ly/6JIxEu #vfx #movies #nolan #decaprio
65,65,65,65,6959176844,15734639,0,0,0,1,,,New Impressive #Inception #Trailer (French) http://bit.ly/6JIxEu #vfx #movies #nolan #decaprio
66,66,66,66,6958094258,17327739,0,0,0,0,,,Christopher Nolan's new #Inception trailer http://bit.ly/6zZ4hZ Dubbed in French though &gt;.&lt;
67,67,67,67,6957981161,20559338,0,0,0,0,,,"""Inception"" French Trailer #movies #inception http://bit.ly/63Agsa"
68,68,68,68,6957437344,36623042,0,0,0,0,,,The new trailer of 'Inception' looks mind-melting. I think we have one more winner from Christopher Nolan! #inception @mojorojo
69,69,69,69,6936927500,7513972,0,0,0,0,,,"Saw the new trailer for #INCEPTION last night. I can barely describe what I saw... cities pealing back, trains plowing through traffic..."
70,70,70,70,6906000475,18056995,0,0,0,0,,,"RT @slashfilm Second Teaser Poster For Christopher Nolan's Inception? http://bit.ly/8UqM6B  Interesting, my eye brows are raised #Inception"
71,71,71,71,6859016804,42499983,0,0,0,1,6858411273.0,retweeted,RT @filmdetail: Is the poster for Christopher Nolan's #Inception a bit too similar to #TheDarkKnight? http://bit.ly/6LAszm
72,72,72,72,6858411273,855191,0,0,0,1,,,Is the poster for Christopher Nolan's #Inception a bit too similar to #TheDarkKnight? http://bit.ly/6LAszm
73,73,73,73,6857758208,19387955,0,0,0,0,,,"Since its #inception, #Israel's #agenda has been the #systematic #destruction of the #Palestinian #people http://bit.ly/5Cx65C"
74,74,74,74,6833877373,29897913,0,0,0,0,,,First #inception poster arrives...have to say its similar to #TDK http://bit.ly/7BedWO
75,75,75,75,6831986132,18021048,0,0,0,0,,,Blockbuster Kino 2010: Trailer! http://bit.ly/6pUzAE #robinhood #alice #inception #toystory #ironman #shutterisland #cinema #kino #trailer
76,76,76,76,6745367332,96234673,0,0,0,0,,,"Discover the first official poster for Christopher Nolan's #Inception, in a new viral mini-game http://www.yourmindisthesceneofthecrime.com/"
77,77,77,77,6740801059,18056995,0,0,0,0,,,"First Inception Poster Revealed Via WB Viral Site  http://bit.ly/7fnkyw U heard it here 1st, best film of 2010 (TheMovieMash.com) #Inception"
78,78,78,78,6722277801,19048455,0,0,0,0,,,Anyone else notice something #funny about the '#Inception' #poster? (with #funny pics) - http://tinyurl.com/yay65de... #nowplaying here
79,79,79,79,6718494191,17327739,0,0,0,0,,,"Really, really similar! RT @neatorama: #Inception Movie Poster Looks Like Dark Knight Poster http://bit.ly/7QfeFh"
80,80,80,80,6711172119,17009360,1,0,0,0,,,Christopher Nolan's #Inception versus #Matrix: cool poster similarities you probably didn't know about.  http://bit.ly/7krGWi
81,81,81,81,6593581573,18144412,0,0,0,0,,,New 'Inception' Trailer Coming for Christmas! www.nolanfans.com #inception #christophernolan #nolan #movies #film #sherlockholmes
82,82,82,82,6503666493,15015858,0,0,0,0,,,a bilingual #agile mini #inception with two stakeholders. 1 - a consortium of all countries & 2 - govt of an invaded country. #ilovemyjob
83,83,83,83,6347155799,18056995,0,0,0,0,,,‘INCEPTION’ Update: Ski Chases w/ Machine Guns and Avalanches in Canada http://bit.ly/6Li0l1 #Inception #ChristopherNolan #LeonardoDicaprio
