Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
0	0	3.514232209493238e+17	249759720.0	1.0	0.0	1.0	0.0			There's been a lot of uncertainty wit what I want to do with my life an I have finally decided what I what to strive to be #WolfOfWallStreet	0.1329	0.6833	0.1838
1	1	3.514065127380255e+17	273747908.0	0.0	0.0	0.0	1.0			"""The year I turned 26, I made 49 million dollars. Which really pissed me off, because it was 3 shy of a million a week."" #WolfOfWallStreet"	0.8921	0.0964	0.0116
2	2	3.513811863980114e+17	460667050.0	0.0	0.0	0.0	0.0			"https://t.co/InwFXIpwxl

I gotta see this movie. #wolfofwallstreet #leo"	0.0163	0.2089	0.7748
3	3	3.513420857161851e+17	146199606.0	0.0	0.0	0.0	0.0			"Kanye West - Black Skinhead [NEW 2013]

This is a belter #wolfofwallstreet http://t.co/nV56zOWetn"	0.0079	0.39	0.6022
4	4	3.511745518304051e+17	247986170.0	1.0	0.0	0.0	0.0			"""Money is not going to make you happy, but an absence of money will buy you an awful lot of misery"" - Jordan Belfort #WolfofWallStreet"	0.644	0.2955	0.0605
5	5	3.5116641135742566e+17	26035132.0	0.0	0.0	0.0	0.0			#wolfofwallstreet trailer playing in the theaters now... #ohboy #bestbook #waitingyears	0.0023	0.0275	0.9701
6	6	3.51062559480234e+17	54798367.0	0.0	0.0	0.0	0.0			"""The year I turned 26 I made $49 million which really pissed me off because it was 3 shy of a million a week."" #WolfofWallStreet looks great"	0.4986	0.2756	0.2258
7	7	3.509848315570463e+17	95432311.0	0.0	0.0	0.0	0.0			This looks excellent. Scorsese and Leo = Can't lose. #WolfofWallStreet http://t.co/8KpMP5pqt0 http://t.co/Pg9u0KNAkE	0.0034	0.014	0.9826
8	8	3.509212147950674e+17	154225151.0	0.0	0.0	0.0	0.0			You can never have too many Leonardo DiCaprio GIFs on your Tumblr #leonardodicaprio #wolfofwallstreet  … http://t.co/OHbxLMI0lL	0.011	0.3043	0.6847
9	9	3.508243385151693e+17	33723482.0	0.0	0.0	0.0	0.0			If they gave out Oscars for movie trailers #WolfofWallStreet would win by a landslide	0.0589	0.4733	0.4678
10	10	3.508216480998441e+17	43924773.0	1.0	0.0	0.0	0.0	3.5081213558194586e+17	replied_to	@Nnamdi_22 dude, I'm so pumped #ScorseseAndLeo #plusJonah #WolfOfWallstreet	0.0015	0.0158	0.9827
11	11	3.507110117597512e+17	64855583.0	0.0	0.0	0.0	0.0			"http://t.co/G15OiX5vHM
Movie experience made... who the Hell needs the feature film when you get the #WolfOfWallStreet preview. @LeoDiCaprio"	0.3506	0.4677	0.1817
12	12	3.506922842595041e+17	36025136.0	0.0	0.0	0.0	0.0			a million reasons to see #wolfofwallstreet, contained in one animated gif: http://t.co/x1hiJ9uRgf	0.0039	0.1704	0.8257
13	13	3.505156189083443e+17	1549975951.0	0.0	0.0	0.0	27.0	3.504036076796027e+17	retweeted	RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…	0.0046	0.3114	0.6841
14	14	3.505106467580928e+17	1552410114.0	0.0	0.0	0.0	27.0	3.504036076796027e+17	retweeted	RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…	0.0046	0.3114	0.6841
15	15	3.504642522906624e+17	256433721.0	0.0	0.0	0.0	0.0			So it looks like Jonah Hill is playing a sleazier version of his character in Moneyball for the upcoming #WolfOfWallStreet.	0.1212	0.7946	0.0842
16	16	3.504140447814943e+17	1532194886.0	0.0	0.0	0.0	27.0	3.504036076796027e+17	retweeted	RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…	0.0046	0.3114	0.6841
17	17	3.504114706574213e+17	1551852085.0	0.0	0.0	0.0	27.0	3.504036076796027e+17	retweeted	RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…	0.0046	0.3114	0.6841
18	18	3.5041034766608384e+17	1532181151.0	0.0	0.0	0.0	27.0	3.504036076796027e+17	retweeted	RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…	0.0046	0.3114	0.6841
19	19	3.504046096065659e+17	278285291.0	0.0	0.0	0.0	27.0	3.504036076796027e+17	retweeted	RT @younghollywood: Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Th…	0.0046	0.3114	0.6841
20	20	3.504036076796027e+17	19196415.0	3.0	0.0	0.0	27.0			Trailer for #WolfofWallStreet shows a side of @LeoDiCaprio we don't get to see too often! --&gt; http://t.co/6wH8zSRZrP Thoughts??	0.0154	0.6159	0.3687
21	21	3.5039831464412365e+17	101918846.0	2.0	0.0	0.0	0.0			somebody stop me from watching this again and again http://t.co/BJRMZBBzkl #wolfofwallstreet	0.6548	0.3044	0.0408
22	22	3.503927553667973e+17	356472384.0	0.0	0.0	0.0	0.0			No matter what happened to you in your past, you are not your past #WolfOfWallStreet	0.6488	0.3358	0.0154
23	23	3.503778666361815e+17	122128912.0	1.0	0.0	0.0	0.0			Still can't get over meeting Jordan Belfort yesterday #WolfofWallStreet	0.1689	0.5684	0.2627
24	24	3.503720120127406e+17	397013355.0	1.0	0.0	0.0	0.0			"""Money is the greatest single problem-solver known to man, anyone who says different is full of shit"" -Jordan Belfort #wolfofwallstreet"	0.0849	0.4014	0.5137
25	25	3.502971276305449e+17	899081275.0	0.0	0.0	0.0	0.0			The year I turned 26 i made 49 million dollars, which really pissed me off cause it was 3 shy of a million a week #WolfOfWallStreet	0.8926	0.0956	0.0117
26	26	3.502933794620744e+17	260751306.0	0.0	0.0	0.0	0.0			I have a feeling this movie is going to be epic #wolfofwallstreet - “Successful people are 100%… http://t.co/sEM4uoczfT	0.0025	0.0118	0.9858
27	27	3.502930532081377e+17	224529581.0	0.0	0.0	0.0	0.0	3.502925325817774e+17	replied_to	“@urmindblown: Leonardo DiCaprio, Johnny Depp, &amp; Harrison Ford have all never won an Oscar.” That'll change after #wolfofwallstreet	0.5426	0.4082	0.0492
28	0	3.627130639688745e+17	46130377.0	0.0	0.0	0.0	0.0	3.627122233296814e+17	replied_to	@notimesquare lol posh max only yuvaar. #WolfofWallStreet	0.1256	0.6498	0.2246
29	1	3.62665286849151e+17	301613699.0	2.0	0.0	0.0	0.0			“Whether you say, ‘I can’ or ‘I can’t,’ you’re right either way.” – Jordan Belfort #RealTalk #WolfofWallStreet	0.0383	0.6611	0.3006
30	2	3.626481018461348e+17	30402648.0	0.0	0.0	0.0	0.0			I decided to watch the trailer for #WolfOfWallStreet even though I'm nowhere near done with the book. Even more excited now!! #LoveLeo	0.0027	0.0269	0.9704
31	3	3.626447702769132e+17	168739909.0	0.0	0.0	0.0	0.0			Dear People that run Hollywood, I'd like to watch #WolfofWallStreet now. If you could see to that, it'd be just swell.	0.1008	0.3463	0.5529
32	4	3.626171746338775e+17	469456253.0	0.0	0.0	0.0	0.0	3.625797295948513e+17	replied_to	@simone_mostaan your buzzin cos it will be closer to November #WolfofWallStreet	0.0114	0.3745	0.6141
33	5	3.624342083559752e+17	479267506.0	2.0	0.0	0.0	0.0			"The fact that #WolfOfWallStreet uses ""Black Skinhead"" as the trailer song &gt;&gt;&gt;&gt;&gt; I was to happy when I heard it!!!"	0.0033	0.0121	0.9846
34	6	3.622675273022218e+17	1095204613.0	0.0	0.0	0.0	0.0			1:34: I want to pay so much money to see DiCaprio do this dance. http://t.co/WBLcQic98v #wolfofwallstreet	0.0203	0.1512	0.8285
35	7	3.62252109153964e+17	201383132.0	0.0	0.0	0.0	1.0			"""And, in 2013, the movie industry remembered how to make really, truly awesome trailers again,"" - historian. #WalterMitty #WolfOfWallStreet"	0.0037	0.0971	0.8992
36	8	3.6223304984233165e+17	1606924009.0	0.0	0.0	0.0	0.0			Rumor has it Leo's getting nekky in #WolfofWallstreet. Sldofkgmvkcodkwdmfnvickdme	0.0776	0.8192	0.1032
37	9	3.621765312478044e+17	34570658.0	0.0	0.0	1.0	0.0	3.621759328716063e+17	replied_to	@MarcDavids it will be rated 16VLSN did i leave anything out? Lets set up a movie night when its on #WolfofWallStreet	0.0224	0.8692	0.1084
38	10	3.621634500273152e+17	405453040.0	0.0	0.0	1.0	0.0	3.621611218111037e+17	replied_to	@Georgia_Denise it's going to be so expensive, but I DON'T CARE #WolfOfWallStreet	0.8237	0.1552	0.0211
39	11	3.621275277974733e+17	405453040.0	0.0	0.0	0.0	1.0	3.604235989571461e+17	retweeted	RT @jluith: On my 26th birthday I made $49M, which really pissed me off because it was 3 shy of a million/week #WolfOfWallStreet	0.9188	0.0733	0.0079
40	12	3.621272634137149e+17	405453040.0	0.0	0.0	1.0	0.0	3.619584278466478e+17	replied_to	@Georgia_Denise omg omg omg no you don't understand how excited I am! Asdfghjkl  it's not out for ages:( #WolfOfWallStreet	0.0178	0.0287	0.9535
41	13	3.620439167757189e+17	24234396.0	0.0	0.0	0.0	0.0			#summer is when I catch up on my #reading learning to be the #WolfOfWallStreet 📖😊 http://t.co/NWt9KKCo2q	0.0023	0.1428	0.8549
42	14	3.619828800140124e+17	792694592.0	0.0	0.0	0.0	331.0	3.4666309631360205e+17	retweeted	RT @scooterbraun: just watched the trailer for my friends @LeoDiCaprio and @JonahHill for #WolfOfWallStreet - movie looks incredible! http:…	0.0016	0.0154	0.983
43	15	3.619264102663455e+17	108427465.0	0.0	0.0	0.0	0.0			I cannot wait for this movie to come out. I worked in this business in the 80s #WolfOfWallStreet http://t.co/Qr4yrcc9Ri	0.0023	0.0155	0.9822
44	16	3.6183855835867546e+17	305900389.0	0.0	0.0	0.0	0.0			Then Yeezus apart of the soundtrack #WolfOfWallStreet	0.0105	0.7649	0.2246
45	17	3.618384015042847e+17	305900389.0	0.0	0.0	0.0	0.0			I really can't wait to see #WolfOfWallStreet ..Leo be playing some bomb roles	0.0023	0.0108	0.9869
46	18	3.616478426595369e+17	478285230.0	1.0	0.0	0.0	0.0	3.611656621414277e+17	replied_to	“@katestallc: @ConnorFloyd1 Please promise that you won't go see #WolfOfWallStreet without me.” Promise ✋	0.0285	0.4807	0.4908
47	19	3.615898321930322e+17	188553354.0	0.0	0.0	1.0	0.0			Def gotta read the book, but it's going to be a sick movie @bobnylan69 #WolfofWallStreet #BlkkkSkkknHead http://t.co/iOGxs9EtEl	0.0064	0.0474	0.9462
48	20	3.615705123060531e+17	901615285.0	0.0	0.0	0.0	0.0			"""22 months in jail and I still came home to my Manhattan condo, My tailored custom suits and my rolex's"" Jordan Belfort. #WolfOfWallStreet"	0.0443	0.7124	0.2434
49	21	3.615411809677517e+17	901615285.0	0.0	0.0	0.0	0.0			Jordan Belfort is an Icon. #WolfOfWallStreet	0.0086	0.0984	0.8929
50	22	3.612762356214702e+17	158973344.0	1.0	0.0	0.0	0.0			Just asked my dad about #wolfofwallstreet and midget tossing and he said there was also midget bowling #iseeyoudad	0.0739	0.7786	0.1475
51	23	3.612038352193536e+17	67165351.0	0.0	0.0	0.0	0.0			Leonardo DiCaprio's new movie omg OMG #wolfofwallstreet	0.0026	0.0277	0.9697
52	24	3.611272809840722e+17	598067577.0	0.0	0.0	0.0	0.0			I bet Counting Stars by OneRepublic is in #WolfOfWallStreet	0.047	0.697	0.256
53	25	3.609824360431616e+17	223178322.0	0.0	0.0	0.0	0.0			What's wrong, daddy? #wolfofwallstreet	0.6004	0.3769	0.0226
54	26	3.609126721805353e+17	524892550.0	1.0	0.0	0.0	1.0			Can leonardo dicaprio please only play roles where hes a rich bachelor? That would make me happy #WolfOfWallStreet	0.0141	0.1262	0.8597
55	27	3.6085285622134784e+17	384806521.0	0.0	0.0	0.0	0.0			I have no idea what's going to happen but excited to see it.  #WolfOfWallStreet #TrailersDoneRight	0.0031	0.0227	0.9743
56	0	3.738684072396349e+17	219583804.0	0.0	0.0	0.0	0.0			somewhere along the way Matthew Mconaughey has become a real actor. #pinnochiostory #dallasbuyersclub #lincolnlawyer #wolfofwallstreet	0.0109	0.521	0.4681
57	1	3.738145049386721e+17	81651596.0	0.0	0.0	0.0	0.0			#Trading is sexy http://t.co/qEzSEZpkTB #WolfofWallStreet #tradimo	0.011	0.1891	0.7999
58	2	3.7375671692127846e+17	42173703.0	0.0	0.0	0.0	0.0			I wanna see Leo's new movie coming out #WolfOfWallstreet	0.0103	0.4237	0.566
59	3	3.73547438025343e+17	27126360.0	0.0	0.0	0.0	0.0			Kyle Chandler on #TheSpectacularNow, #WolfOfWallStreet, and those #FridayNightLights rumors http://t.co/zkqfjB6zMo via @EW	0.0181	0.9552	0.0267
60	4	3.735334311265853e+17	1068356468.0	0.0	0.0	0.0	0.0			#LeonardoDiCaprio, New Images From 'The #WolfOfWallStreet' http://t.co/jH9jpDmU9K	0.0043	0.9105	0.0853
61	5	3.735273901082624e+17	40314634.0	0.0	0.0	0.0	0.0			Playing 9 holes with a real #WolfOfWallStreet... ⛳🐾 #NoyacGolfClub #Noyac #Hamptons @ Noyac Golf Club http://t.co/iwauEGFnT9	0.0044	0.7791	0.2165
62	6	3.735100826647388e+17	19348713.0	0.0	0.0	0.0	0.0			#KyleChandlerwinsatlife: He talks #TheSpectacularNow, #WolfofWallStreet, and those #FNL rumors http://t.co/0yDR3Qybpt via @EW	0.0056	0.937	0.0575
63	7	3.734921617966408e+17	425935080.0	1.0	0.0	1.0	0.0			So excited for this movie but it feels like we've been waiting FOREVER #WolfofWallstreet http://t.co/r08iDaaSI7	0.0025	0.0093	0.9883
64	8	3.7325227539513344e+17	1325713214.0	0.0	0.0	0.0	0.0			Wold of Wall Street - Behind the Scenes Photos http://t.co/DE5dCSDwYA #TheFordhamCompany #WolfofWallStreet #Jordan Belfort	0.0064	0.929	0.0646
65	9	3.7324534203825766e+17	767855965.0	0.0	0.0	0.0	0.0			I eagerly waiting for #wolfofwallstreet. Can't wait to see the class of acting by Leonardo DiCaprio.	0.0015	0.011	0.9875
66	10	3.731740018852782e+17	275718091.0	0.0	0.0	0.0	0.0			Rooftop Thursdays @emelyneross #wolfofwallstreet @ 25 Broad at The Exchange http://t.co/JfTvWyyqnL	0.0029	0.9263	0.0708
67	11	3.7299170004801946e+17	14081955.0	1.0	0.0	0.0	0.0			My picks for must-see films of Fall 2013: #AmericanHustle #CaptainPhillips #Gravity #TheMonumentsMen #Rush #TheCounselor #WolfOfWallStreet	0.0052	0.274	0.7208
68	12	3.729433217251533e+17	440346732.0	0.0	0.0	0.0	0.0			I open up my mailbox and what do i see? #dicaprio #leo #leodicaprio #wolfofwallstreet #newyorkmagazine… http://t.co/JiUiUWxlJn	0.0095	0.8845	0.106
69	13	3.7291632068724326e+17	901615285.0	0.0	0.0	0.0	0.0			"""I started and funded Steve Madden, You can ask Steve your damn self, I made that prick"" Jordan Belfort #WolfOfWallStreet #WallStreetGod 🙌"	0.2632	0.5122	0.2245
70	14	3.7285702967076045e+17	118197187.0	0.0	0.0	0.0	0.0			"""I guess the road to hell is paved with good intentions."" #wolfofwallstreet"	0.4221	0.4384	0.1395
71	15	3.7275810019517645e+17	300840384.0	0.0	0.0	0.0	0.0			"“Listen, guys, fucking around with midgets ain’t no joke. Pound for pound they’re stronger than grizzly bears"" #WolfofWallstreet"	0.4919	0.3319	0.1761
72	16	3.727259484093276e+17	1018057830.0	0.0	0.0	0.0	3.0	3.725634788729856e+17	retweeted	RT @PJ_Byrne: “@AutoAdvisorGrp: @PJ_Byrne @NewYorkMag @LeoDiCaprio @JonahHill @MargotRobbie @RedGranitePics can't wait #WolfofWallstreet” XO	0.0016	0.0203	0.9781
73	17	3.726204969210512e+17	32434511.0	0.0	0.0	0.0	0.0			Leonardo DiCaprio looking sharp in new #WolfOfWallStreet images http://t.co/tw0NZKMUHh	0.0026	0.1377	0.8598
74	18	3.725634788729856e+17	232670242.0	1.0	0.0	0.0	3.0	3.725554193924301e+17	replied_to	“@AutoAdvisorGrp: @PJ_Byrne @NewYorkMag @LeoDiCaprio @JonahHill @MargotRobbie @RedGranitePics can't wait #WolfofWallstreet” XO	0.0015	0.0125	0.986
75	19	3.725554193924301e+17	1342426406.0	0.0	0.0	1.0	0.0	3.7210149899535565e+17	replied_to	@PJ_Byrne @NewYorkMag @LeoDiCaprio @JonahHill @MargotRobbie @RedGranitePics can't wait #WolfofWallstreet	0.0017	0.0162	0.982
76	20	3.72426712388481e+17	69360779.0	0.0	0.0	0.0	0.0			Somehow I still manage to make money on such a terrible trading day.. #WolfofWallstreet  #TFM #GoHam	0.7954	0.1623	0.0422
77	21	3.724128335959163e+17	118511816.0	0.0	0.0	0.0	0.0			So excited of the upcoming movie season! #HungerGames #WolfofWallstreet #DonJon MUST SEEN!	0.0018	0.0099	0.9883
78	22	3.724123608433418e+17	118511816.0	0.0	0.0	0.0	0.0			A wise man once told me not fall into the temptation to watch new trailers, I've inevitably lost #WolfofWallstreet	0.6143	0.3386	0.0471
79	23	3.723858492517581e+17	64614463.0	0.0	0.0	0.0	2.0	3.7237384722527846e+17	retweeted	RT @turneyduff: Looking forward to seeing #wolfofwallstreet @LeoDiCaprio @JonahHill and I hope @wolfofwallst sells a lot more #books.	0.0015	0.0206	0.9779
80	24	3.7237384722527846e+17	500419872.0	1.0	0.0	0.0	2.0			Looking forward to seeing #wolfofwallstreet @LeoDiCaprio @JonahHill and I hope @wolfofwallst sells a lot more #books.	0.0016	0.0217	0.9767
81	25	3.719382362658079e+17	248357321.0	0.0	0.0	0.0	0.0	3.7171418751463424e+17	replied_to	@douggates10 Leonardo DiCaprio doesn't do bad films! Check out the trailer for The Wolf of Wall Street old sport! #WolfofWallstreet	0.0344	0.2522	0.7134
82	26	3.715401103761981e+17	32272478.0	0.0	0.0	0.0	1.0	3.714725988925727e+17	retweeted	RT @ETKevinsMind: Talk about a great career shift @McConaughey in #MagicMike #Bernie #Mud #thepaperboy #WolfofWallstreet  #dallasbuyersclub…	0.0037	0.1079	0.8884
83	27	3.715008137864274e+17	374018765.0	0.0	0.0	0.0	0.0			from just watching the trailer for #WolfofWallStreet Leo is gonna be a front runner for best actor	0.0043	0.1085	0.8872
84	0	3.847920693590139e+17	1660839913.0	0.0	0.0	0.0	0.0			Almost time for @MartinScorsese #WolfOfWallStreet to screen in cinemas . So amped:D #AwesomeCastAndCrew. Check the imdb &amp; trailer now!!!! :)	0.0014	0.0094	0.9892
85	1	3.847314733553582e+17	906193520.0	0.0	0.0	0.0	0.0			black skinhead #tune #wolfofwallstreet	0.058	0.8759	0.0662
86	2	3.845395449277399e+17	515935414.0	1.0	0.0	0.0	0.0			Excited for the movie, the book has been nothing but entertaining to read thus far #wolfofwallstreet	0.0018	0.009	0.9892
87	3	3.8445890003810304e+17	21366982.0	0.0	0.0	0.0	0.0			When is #WolfOfWallstreet coming out? been dying to see it since the trailer came out	0.0044	0.0516	0.9441
88	4	3.844093613232824e+17	1572496760.0	1.0	0.0	1.0	0.0	3.843737712613171e+17	replied_to	@palme_palme @jonnybernthal Woop! Can't wait too! #MobCity's set on Dec 4, #WolfOfWallStreet on Nov, #GrudgeMatch Dec 25 there's #Fury 2014.	0.0013	0.0503	0.9484
89	5	3.842974226811617e+17	168426335.0	0.0	0.0	0.0	0.0			Okay RT @PictureBoxFilms: It's ok, Bumping is the new black! And a little anticipation never hurt anyone. #Waitforthebest #WolfOfWallStreet	0.0114	0.1156	0.873
90	6	3.842786023693435e+17	156214508.0	0.0	0.0	0.0	0.0	3.8426156277027226e+17	replied_to	It's ok, Bumping is the new black! And a little anticipation never hurt anyone. #Waitforthebest #WolfOfWallStreet @fajargrimmjaw @moviefone	0.0122	0.0925	0.8953
91	7	3.842601590168248e+17	256154347.0	0.0	0.0	1.0	0.0	3.842593630423777e+17	replied_to	"@nicol4y He will, eventually. Of this I have no doubt. Maybe next year.
#WolfOfWallStreet"	0.0126	0.183	0.8044
92	8	3.840580326129992e+17	252336068.0	1.0	0.0	0.0	0.0			NYC is definitely where i want to be #wolfofwallstreet	0.0042	0.0718	0.924
93	9	3.840233345997988e+17	86053743.0	0.0	0.0	0.0	0.0			#WolfOfWallStreet can't wait!!	0.0018	0.0111	0.9872
94	10	3.838745728370852e+17	156214508.0	0.0	0.0	0.0	0.0	3.8387375559829504e+17	replied_to	@KaraboMpahane No need to shout, I can hear you! :-) *rubs hands* #WolfofWallStreet	0.0051	0.0789	0.916
95	11	3.837850605470556e+17	289732664.0	0.0	0.0	0.0	0.0	3.837830787258327e+17	replied_to	@Abdaddy Very bad news #WolfOfWallStreet.. A push back is the worst sign	0.9506	0.0442	0.0052
96	12	3.836869690892247e+17	1166256877.0	0.0	0.0	0.0	2.0	3.836533634489549e+17	retweeted	RT @MiBiz: The @GREconClub welcomes the #wolfofwallstreet, Jordan Belfort to GR, Oct. 7. Register to here him speak at http://t.co/HfIqF431…	0.0026	0.7341	0.2633
97	13	3.8368318701819085e+17	131160583.0	0.0	0.0	0.0	0.0			@LeoDiCaprio cant wait to see #WolfOfWallStreet!!!	0.0016	0.0136	0.9848
98	14	3.836646589486858e+17	961205342.0	0.0	0.0	0.0	2.0	3.836533634489549e+17	retweeted	RT @MiBiz: The @GREconClub welcomes the #wolfofwallstreet, Jordan Belfort to GR, Oct. 7. Register to here him speak at http://t.co/HfIqF431…	0.0026	0.7341	0.2633
